GenProtEC: Gene product function of E. coli K-12.
August 28th, 2007.

eck	bnum	genbank	gene	gene type	gene product	EC no1	EC no2	EC no3	EC no4
ECK3568	b3579	1790004	yiaO	t	2,3-diketo-L-gulonate transporter, periplasmic binding protein				
ECK3569	b3580	1790005	lyxK	e	L-xylulose kinase	2.7.1.53			
ECK3570	b3581	1790006	sgbH	e	3-keto-L-gulonate 6-phosphate decarboxylase	4.1.2.-			
ECK3571	b3582	87082294	sgbU	pe	predicted L-xylulose 5-phosphate 3-epimerase				
ECK3572	b3583	1790008	sgbE	e	L-ribulose-5-phosphate 4-epimerase	5.1.3.4			
ECK3573	b3584	1790010	yiaT	o	predicted protein				
ECK3574	b3585	1790011	yiaU	pr	predicted DNA-binding transcriptional regulator				
ECK3575	b3586	1790012	yiaV	t	membrane fusion protein (MFP) component of efflux pump, signal anchor				
ECK3576	b3587	1790013	yiaW	pm	conserved inner membrane protein				
ECK3577	b3588	87082295	aldB	e	aldehyde dehydrogenase B, NADP-dependent, multi-substrate	1.2.1.22			
ECK3578	b3589	48994951	yiaY	pe	predicted Fe-containing alcohol dehydrogenase				
ECK3579	b3590	2367247	selB	f	selenocysteinyl-tRNA-specific translation factor				
ECK3580	b3591	2367248	selA	e	selenocysteine synthase	2.9.1.1			
ECK3581	b3592	1790018	yibF	pe	predicted glutathione S-transferase				
ECK3582	b3593	1790020	rhsA	h	rhsA element core protein RshA				
ECK3583	b3594	1790021	yibA	pe	lyase containing HEAT-repeat				
ECK3584	b3595	48994952	yibJ	h	predicted Rhs-family protein				
ECK3585	b3596	1790023	yibG	o	conserved protein				
ECK3586	b3597	1790024	yibH	o	predicted protein				
ECK3587	b3598	1790025	yibI	pm	predicted inner membrane protein				
ECK3588	b3599	1790027	mtlA	t	fused mannitol-specific PTS enzyme IIABC components	2.7.1.69			
ECK3589	b3600	1790028	mtlD	e	mannitol-1-phosphate dehydrogenase, NAD(P)-binding	1.1.1.17			
ECK3590	b3601	1790029	mtlR	r	DNA-binding transcriptional repressor				
ECK3591	b4554	87082296	yibT	o	predicted protein				
ECK3592	b3602	1790030	yibL	o	conserved protein				
ECK3593	b3603	1790031	lldP	t	L-lactate permease				
ECK3594	b3604	1790032	lldR	r	DNA-binding transcriptional repressor				
ECK3595	b3605	1790033	lldD	e	L-lactate dehydrogenase, FMN-linked	1.1.2.3			
ECK3596	b3606	1790034	yibK	pe	predicted rRNA methylase				
ECK3597	b3607	1790035	cysE	e	serine acetyltransferase	2.3.1.30			
ECK3598	b3608	1790037	gpsA	e	glycerol-3-phosphate dehydrogenase (NAD+)	1.1.1.94			
ECK3599	b3609	1790038	secB	f	protein export chaperone				
ECK3600	b3610	1790039	grxC	c	glutaredoxin 3				
ECK3601	b3611	1790040	yibN	pe	predicted rhodanese-related sulfurtransferase				
ECK3602	b3612	1790041	gpmI	e	phosphoglycero mutase III, cofactor-independent	5.4.2.1			
ECK3603	b3613	87082297	envC	cp	protease with a role in cell division				
ECK3604	b3614	87082298	yibQ	pe	predicted polysaccharide deacetylase				
ECK3605	b3615	1790044	yibD	pe	predicted glycosyl transferase				
ECK3606	b3616	1790045	tdh	e	threonine 3-dehydrogenase, NAD(P)-binding, Zn-binding	1.1.1.103			
ECK3607	b3617	1790046	kbl	e	glycine C-acetyltransferase	2.3.1.29			
ECK3608	b3618	87082299	htrL	o	predicted protein				
ECK3609	b3619	1790049	rfaD	e	ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding domain	5.1.3.20			
ECK3610	b3620	1790050	rfaF	e	ADP-heptose:LPS heptosyltransferase II	2.-.-.-			
ECK3611	b3621	1790051	rfaC	e	ADP-heptose:LPS heptosyl transferase I	2.-.-.-			
ECK3612	b3622	1790052	rfaL	e	O-antigen ligase				
ECK3613	b3623	1790053	rfaK	e	lipopolysaccharide core biosynthesis				
ECK3614	b3624	1790054	rfaZ	pe	lipopolysaccharide core biosynthesis protein				
ECK3615	b3625	1790055	rfaY	e	lipopolysaccharide core biosynthesis protein				
ECK3616	b3626	1790056	rfaJ	e	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase	2.4.1.58			
ECK3617	b3627	1790057	rfaI	e	UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase	2.4.1.44			
ECK3618	b3628	1790058	rfaB	e	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	2.4.1.-			
ECK3619	b3629	1790059	rfaS	pf	lipopolysaccharide core biosynthesis protein				
ECK3620	b3630	1790060	rfaP	e	kinase that phosphorylates core heptose of lipopolysaccharide				
ECK3621	b3631	1790061	rfaG	e	glucosyltransferase I	2.4.1.-			
ECK3622	b3632	1790062	rfaQ	e	lipopolysaccharide core biosynthesis protein				
ECK3623	b3633	1790064	kdtA	e	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	2.-			
ECK3624	b3634	1790065	coaD	e	pantetheine-phosphate adenylyltransferase	2.7.7.3			
ECK3625	b3635	1790066	mutM	e	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	3.2.2.23			
ECK3626	b3636	1790067	rpmG	s	50S ribosomal subunit protein L33				
ECK3627	b3637	1790068	rpmB	s	50S ribosomal subunit protein L28				
ECK3628	b3638	87082300	yicR	cp	protein associated with replication fork, possible DNA repair protein				
ECK3629	b3639	87082301	dfp	e	fused 4'-phosphopantothenoylcysteine decarboxylase -!- phosphopantothenoylcysteine synthetase, FMN-binding	4.1.1.36	6.3.2.5		
ECK3630	b3640	1790071	dut	e	deoxyuridinetriphosphatase	3.6.1.23			
ECK3631	b3641	87082302	ttk	r	division inhibitor				
ECK3632	b3642	1790073	pyrE	e	orotate phosphoribosyltransferase	2.4.2.10			
ECK3633	b3643	1790074	rph	su	ribonuclease PH (pseudogene)	2.7.7.56			
ECK3634	b3644	1790075	yicC	o	conserved protein				
ECK3635	b3645	87082303	dinD	cp	DNA-damage-inducible protein				
ECK3636	b3646	87082304	yicG	pm	conserved inner membrane protein				
ECK3637	b3647	87082305	ligB	e	DNA ligase, NAD(+)-dependent				
ECK3638	b3648	1790080	gmk	e	guanylate kinase	2.7.4.8			
ECK3639	b3649	1790081	rpoZ	e	RNA polymerase, omega subunit	2.7.7.6			
ECK3640	b3650	1790082	spoT	e	bifunctional (p)ppGpp synthetase II -!- guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	2.7.6.5	3.1.7.2		
ECK3641	b3651	1790083	trmH	e	tRNA (Guanosine-2'-O-)-methyltransferase				
ECK3642	b3652	2367254	recG	e	ATP-dependent DNA helicase	3.6.1.-			
ECK3643	b3653	1790085	gltS	t	glutamate transporter				
ECK3644	b3654	1790087	yicE	t	xanthine transporter				
ECK3645	b3655	1790088	yicH	o	conserved protein				
ECK3646	b3656	2367256	yicI	e	alpha-xylosidase	3.2.1.-			
ECK3647	b3657	87082306	yicJ	pt	predicted transporter				
ECK3648	b3658		selC	n	tRNA-Sec(UCA) (Selenocysteyl tRNA-UCA, converted from serine tRNA)				
ECK3649	b3659	1790091	setC	pt	predicted sugar efflux system				
ECK3650	b3660	1790092	yicL	pm	predicted inner membrane protein				
ECK3651	b3661	1790093	nlpA	lp	cytoplasmic membrane lipoprotein-28				
ECK3652	b4555	87082307	yicS	o	predicted protein				
ECK3653	b3662	1790095	nepI	t	purine ribonucleoside exporter				
ECK3654	b3663	87082308	yicN	d	conserved protein				
ECK3655	b3664	87082309	yicO	pt	predicted xanthine/uracil permase				
ECK3656	b3665	1790098	ade	e	cryptic adenine deaminase	3.5.4.2			
ECK3657	b3666	2367259	uhpT	t	hexose phosphate transporter				
ECK3658	b3667	87082310	uhpC	r	membrane protein regulates uhpT expression				
ECK3659	b3668	87082311	uhpB	r	sensory histidine kinase in two-component regulatory sytem with UhpA				
ECK3660	b3669	1790102	uhpA	r	DNA-binding response regulator in two-component regulatory system wtih UhpB				
ECK3661	b3670	1790103	ilvN	e	acetolactate synthase I, small subunit	2.2.1.6			
ECK3662	b3671	1790104	ilvB	e	acetolactate synthase I, large subunit	2.2.1.6			
ECK3663	b3672	1790106	ivbL	l	ilvB operon leader peptide				
ECK3664	b3673	87082312	emrD	t	multidrug efflux system protein				
ECK3665	b3674	1790108	yidF	pr	predicted DNA-binding transcriptional regulator				
ECK3666	b3675	1790109	yidG	pm	predicted inner membrane protein				
ECK3667	b3676	1790110	yidH	pm	conserved inner membrane protein				
ECK3668	b3677	1790111	yidI	pm	predicted inner membrane protein				
ECK3669	b3678	1790112	yidJ	pe	predicted sulfatase/phosphatase				
ECK3670	b3679	1790113	yidK	pt	predicted transporter				
ECK3671	b3680	1790114	yidL	pr	predicted DNA-binding transcriptional regulator				
ECK3672	b4556	87082313	ysdC	su	predicted protein (pseudogene)				
ECK3673	b3681	1790115	glvG	su	predicted 6-phospho-beta-glucosidase (pseudogene)				
ECK3674	b3682	1790116	glvB	t	arbutin specific enzyme IIB component of PTS	2.7.1.69			
ECK3675	b3683	87082314	glvC	t	arbutin specific enzyme IIC component of PTS	2.7.1.69			
ECK3676	b3684	1790118	yidP	pr	predicted DNA-binding transcriptional regulator				
ECK3677	b3685	87082315	yidE	pt	predicted transporter				
ECK3678	b3686	87082316	ibpB	f	heat shock chaperone				
ECK3679	b3687	1790122	ibpA	f	heat shock chaperone				
ECK3680	b3688	87082317	yidQ	pm	conserved outer membrane protein				
ECK3681	b3689	87082318	yidR	d	conserved protein				
ECK3682	b3690	87082319	cbrA	pe	predicted oxidoreductase, FAD/NAD(P)-binding domain				
ECK3683	b3691	87082320	dgoT	t	D-galactonate transporter				
ECK3684	b4478	48994953	dgoD	e	galactonate dehydratase	4.2.1.6			
ECK3685	b4477	48994954	dgoA	e	2-oxo-3-deoxygalactonate 6-phosphate aldolase	4.1.2.21			
ECK3686	b3693	1790128	dgoK	e	2-oxo-3-deoxygalactonate kinase	2.7.1.58			
ECK3687	b4479	48994955	dgoR	pr	predicted DNA-binding transcriptional regulator				
ECK3688	b3696	48994956	yidX	lp	predicted lipoproteinC				
ECK3689	b3697	2367265	yidA	pe	predicted hydrolase				
ECK3690	b3698	87082321	yidB	o	conserved protein				
ECK3691	b3699	48994957	gyrB	e	DNA gyrase, subunit B	5.99.1.3			
ECK3692	b3700	1790135	recF	cp	gap repair protein				
ECK3693	b3701	1790136	dnaN	e	DNA polymerase III, beta subunit	2.7.7.7			
ECK3694	b3702	2367267	dnaA	f	chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator				
ECK3695	b3703	1790138	rpmH	s	50S ribosomal subunit protein L34				
ECK3696	b3704	1790139	rnpA	e	protein C5 component of RNase P	3.1.26.5			
ECK3697	b4557	87082322	yidD	o	predicted protein				
ECK3698	b3705	1790140	yidC	e	cytoplasmic insertase into membrane protein, functions independent and dependent of Sec system				
ECK3699	b3706	2367268	trmE	e	GTPase				
ECK3700	b3707	1790143	tnaC	l	tryptophanase leader peptide				
ECK3701	b3708	87082323	tnaA	e	tryptophanase/L-cysteine desulfhydrase, PLP-dependent	4.1.99.1			
ECK3702	b3709	1790145	tnaB	t	tryptophan transporter of low affinity				
ECK3703	b3710	1790146	mdtL	t	multidrug efflux system protein				
ECK3704	b3711	1790147	yidZ	pr	predicted DNA-binding transcriptional regulator				
ECK3705	b3712	1790148	yieE	pe	predicted phosphopantetheinyl transferase				
ECK3706	b3713	1790149	yieF	e	chromate reductase, Class I, flavoprotein				
ECK3707	b3714	1790150	yieG	pm	predicted inner membrane protein				
ECK3708	b3715	1790151	yieH	pe	predicted hydrolase				
ECK3709	b3716	1790152	yieI	pm	predicted inner membrane protein				
ECK3710	b3717	1790153	cbrC	o	conserved protein				
ECK3711	b3718	48994958	yieK	pe	predicted 6-phosphogluconolactonase				
ECK3712	b3719	87082324	yieL	pe	predicted xylanase				
ECK3713	b3720	1790157	bglH	t	carbohydrate-specific outer membrane porin, cryptic				
ECK3714	b3721	2367270	bglB	e	cryptic phospho-beta-glucosidase B	3.2.1.86			
ECK3715	b3722	1790159	bglF	t	fused beta-glucoside-specific PTS enzyme IIABC components	2.7.1.69			
ECK3716	b3723	1790160	bglG	r	transcriptional antiterminator of the bgl operon				
ECK3717	b3724	1790161	phoU	r	DNA-binding transcriptional regulator				
ECK3718	b3725	1790162	pstB	t	phosphate transporter subunit -!- ATP-binding component of ABC superfamily	3.6.3.27			
ECK3719	b3726	1790163	pstA	t	phosphate transporter subunit -!- membrane component of ABC superfamily				
ECK3720	b3727	1790164	pstC	t	phosphate transporter subunit -!- membrane component of ABC superfamily				
ECK3721	b3728	2367271	pstS	t	phosphate transporter subunit -!- periplasmic-binding component of ABC superfamily				
ECK3722	b3729	1790167	glmS	e	L-glutamine:D-fructose-6-phosphate aminotransferase	2.6.1.16			
ECK3723	b3730	1790168	glmU	e	fused N-acetyl glucosamine-1-phosphate uridyltransferase -!- glucosamine-1-phosphate acetyl transferase	2.7.7.23	2.3.1.157		
ECK3724	b3731	1790169	atpC	e	F1 sector of membrane-bound ATP synthase, epsilon subunit	3.6.3.14			
ECK3725	b3732	1790170	atpD	e	F1 sector of membrane-bound ATP synthase, beta subunit	3.6.3.14			
ECK3726	b3733	1790171	atpG	e	F1 sector of membrane-bound ATP synthase, gamma subunit	3.6.3.14			
ECK3727	b3734	1790172	atpA	e	F1 sector of membrane-bound ATP synthase, alpha subunit	3.6.3.14			
ECK3728	b3735	1790173	atpH	e	F1 sector of membrane-bound ATP synthase, delta subunit	3.6.3.14			
ECK3729	b3736	1790174	atpF	e	F0 sector of membrane-bound ATP synthase, subunit b	3.6.3.14			
ECK3730	b3737	1790175	atpE	e	F0 sector of membrane-bound ATP synthase, subunit c	3.6.3.14			
ECK3731	b3738	1790176	atpB	e	F0 sector of membrane-bound ATP synthase, subunit a	3.6.3.14			
ECK3732	b3739	87082325	atpI	e	ATP synthase, membrane-bound accesory subunit	3.6.3.14			
ECK3733	b3740	1790179	gidB	e	metyltransferase, glucose-inhibited cell-division protein				
ECK3734	b3741	2367273	gidA	cp	glucose-inhibited cell-division protein				
ECK3735	b4489		oriC	i	origin of replication				
ECK3736	b3742	1790181	mioC	f	FMN-binding protein MioC				
ECK3737	b3743	1790182	asnC	r	DNA-binding transcriptional dual regulator				
ECK3738	b3744	1790183	asnA	e	asparagine synthetase A	6.3.1.1			
ECK3739	b3745	48994959	viaA	pf	predicted von Willibrand factor containing protein				
ECK3740	b3746	87082326	ravA	e	fused AAA+ ATPase				
ECK3741	b3747	48994960	trkD	t	potassium transporter				
ECK3742	b3748	87082327	rbsD	pt	predicted cytoplasmic sugar-binding protein				
ECK3743	b3749	1790190	rbsA	t	fused D-ribose transporter subunits -!- ATP-binding components ABC superfamily				
ECK3744	b3750	1790191	rbsC	t	D-ribose transporter subunit -!- membrane component of ABC superfamily				
ECK3745	b3751	1790192	rbsB	t	D-ribose transporter subunit -!- periplasmic-binding compoent of ABC superfamily				
ECK3746	b3752	1790193	rbsK	e	ribokinase	2.7.1.15			
ECK3747	b3753	1790194	rbsR	r	DNA-binding transcriptional repressor				
ECK3748	b3754	1790195	hsrA	pt	predicted multidrug or homocysteine efflux system				
ECK3749	b3755	48994961	yieP	pr	predicted transcriptional regulator				
ECK3750	b3756		rrsC	n	16S rRNA (rrnC)				
ECK3751	b3757		gltU	n	tRNA-Glu(UUC) (Glutamate tRNA2)				
ECK3752	b3758		rrlC	n	23S rRNA (rrlC)				
ECK3753	b3759		rrfC	n	5S rRNA (rrfC)				
ECK3754	b3760		aspT	n	tRNA-Asp(GUC) (Aspartate tRNA1)				
ECK3755	b3761		trpT	n	tRNA-Trp(CCA) (Tryptophan tRNA)				
ECK3756	b4480	48994962	hdfR	r	DNA-binding transcriptional regulator				
ECK3757	b3764	2367277	yifE	o	conserved protein				
ECK3758	b3765	1790201	yifB	pr	predicted bifunctional protein, enzyme and transcriptional regulator				
ECK3759	b3766	1790202	ilvL	l	ilv operon leader peptide				
ECK3760	b3767	87082328	ilvG_1	su	acetolactate synthase II, large subunit, N-ter fragment (pseudogene)	2.2.1.6			
ECK3760	b3768	87082329	ilvG_2	su	acetolactate synthase II, large subunit, C-ter fragment (pseudogene)	2.2.1.6			
ECK3760	b4488		ilvG	su	large subunit of acetolactate synthase II (pseudogene)				
ECK3761	b3769	1790204	ilvM	e	acetolactate synthase II, small subunit	2.2.1.6			
ECK3762	b3770	48994963	ilvE	e	branched-chain amino-acid aminotransferase	2.6.1.42			
ECK3763	b3771	48994964	ilvD	e	dihydroxyacid dehydratase	4.2.1.9			
ECK3764	b3772	1790207	ilvA	e	threonine deaminase	4.3.1.19			
ECK3765	b3773	1790208	ilvY	r	DNA-binding transcriptional dual regulator				
ECK3766	b3774	1790210	ilvC	e	ketol-acid reductoisomerase, NAD(P)-binding	1.1.1.86			
ECK3767	b3775	1790211	ppiC	e	peptidyl-prolyl cis-trans isomerase C (rotamase C)	5.2.1.8			
ECK3768	b3776	2367279	yifO	o	conserved protein				
ECK3769	b3777	87082330	yifN	su	conserved protein (pseudogene)				
ECK3770	b3778	48994965	rep	e	DNA helicase and single-stranded DNA-dependent ATPase	3.6.1.-			
ECK3771	b3779	48994966	gpp	e	guanosine pentaphosphatase/exopolyphosphatase	3.6.1.40	3.6.1.11		
ECK3772	b3780	1790214	rhlB	e	ATP-dependent RNA helicase				
ECK3773	b3781	87082331	trxA	c	thioredoxin 1				
ECK3774	b3782	1790216	rhoL	l	rho operon leader peptide				
ECK3775	b3783	1790217	rho	f	transcription termination factor				
ECK3776	b3784	1790218	rfe	e	UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase	2.4.1.-			
ECK3777	b3785	87082332	wzzE	r	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein				
ECK3778	b3786	48994967	rffE	e	UDP-N-acetyl glucosamine-2-epimerase	5.1.3.14			
ECK3779	b3787	48994968	rffD	e	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	1.1.1.-			
ECK3780	b3788	48994969	rffG	e	dTDP-glucose 4,6-dehydratase, NAD domain	4.2.1.46			
ECK3781	b3789	1790224	rffH	e	glucose-1-phosphate thymidylyltransferase	2.7.7.24			
ECK3782	b3790	48994970	rffC	e	TDP-fucosamine acetyltransferase				
ECK3783	b3791	2367285	rffA	e	TDP-4-oxo-6-deoxy-D-glucose transaminase	2.6.1.-			
ECK3784	b3792	1790227	wzxE	t	O-antigen translocase				
ECK3785	b4481	48994971	rffT	e	TDP-Fuc4NAc:lipidII transferase	2.4.1.-			
ECK3786	b3793	2367288	wzyE	pe	predicted Wzy protein involved in ECA polysaccharide chain elongation				
ECK3787	b3794	2367289	rffM	e	UDP-N-acetyl-D-mannosaminuronic acid transferase				
ECK3788	b3795	48994972	yifK	pt	predicted transporter				
ECK3789	b3796		argX	n	tRNA-Arg(CCG) (Arginine tRNA3)				
ECK3790	b3797		hisR	n	tRNA-His(GUG) (Histidine tRNA)				
ECK3791	b3798		leuT	n	tRNA-Leu(CAG) (Leucine tRNA10				
ECK3792	b3799		proM	n	tRNA-Pro(UGG) (Proline tRNA3)				
ECK3793	b3800	48994973	aslB	pr	predicted activator of arylsulfatase, FeS, SAM				
ECK3794	b3801	1790233	aslA	e	acrylsulfatase-like enzyme	3.1.6.1			
ECK3795	b4456		ryiA	n	regulatory sRNA				
ECK3796	b3802	1790234	hemY	pe	predicted protoheme IX synthesis protein				
ECK3797	b3803	1790235	hemX	pe	predicted uroporphyrinogen III methylase	2.1.1.107			
ECK3798	b3804	1790236	hemD	e	uroporphyrinogen III synthase	4.2.1.75			
ECK3799	b3805	48994974	hemC	e	hydroxymethylbilane synthase	4.3.1.8			
ECK3800	b3806	1790238	cyaA	e	adenylate cyclase	4.6.1.1			
ECK3801	b3807	1790239	cyaY	c	frataxin, iron-binding and oxidizing protein				
ECK3802	b3808	1790240	yzcX	o	predicted protein				
ECK3803	b4558	87082333	yifL	lp	predicted lipoprotein				
ECK3804	b3809	87082334	dapF	e	diaminopimelate epimerase	5.1.1.7			
ECK3805	b3810	1790243	yigA	o	conserved protein				
ECK3806	b3811	1790244	xerC	e	site-specific tyrosine recombinase				
ECK3807	b3812	2367295	yigB	pe	predicted hydrolase				
ECK3808	b3813	2367296	uvrD	e	DNA-dependent ATPase I and helicase II	3.6.1.-			
ECK3809	b4482	48994975	yigE	o	predicted protein				
ECK3810	b3816	2367297	corA	t	magnesium/nickel/cobalt transporter				
ECK3811	b3817	1790250	yigF	pm	conserved inner membrane protein				
ECK3812	b3818	87082335	yigG	pm	predicted inner membrane protein				
ECK3813	b3819	48994976	rarD	pt	predicted chloramphenical resistance permease				
ECK3814	b3820	87082336	yigI	o	conserved protein				
ECK3815	b3821	2367300	pldA	e	outer membrane phospholipase A	3.1.1.32			
ECK3816	b3822	48994977	recQ	e	ATP-dependent DNA helicase	3.6.1.-			
ECK3817	b3823	48994978	rhtC	t	threonine efflux system				
ECK3818	b3824	48994979	rhtB	t	neutral amino-acid efflux system				
ECK3819	b3825	48994980	pldB	e	lysophospholipase L(2)	3.1.1.5			
ECK3820	b3826	48994981	yigL	pe	predicted hydrolase				
ECK3821	b3827	1790261	yigM	pm	predicted inner membrane protein				
ECK3822	b3828	1790262	metR	r	DNA-binding transcriptional activator, homocysteine-binding				
ECK3823	b3829	2367304	metE	e	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	2.1.1.14			
ECK3824	b3830	48994982	ysgA	pe	predicted hydrolase				
ECK3825	b3831	1790265	udp	e	uridine phosphorylase	2.4.2.3			
ECK3826	b3832	1790266	rmuC	cp	predicted recombination limiting protein				
ECK3827	b3833	48994983	ubiE	e	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase -!- S-adenosylmethionine:2-DMK methyltransferase	2.1.1.-			
ECK3828	b3834	2367308	yigP	d	conserved protein				
ECK3829	b3835	2367309	ubiB	e	ubiquinone biosynthesis protein				
ECK3830	b3836	87082337	tatA	t	TatABCE protein translocation system subunit				
ECK3831	b3838	48994984	tatB	t	TatABCE protein translocation system subunit				
ECK3832	b3839	2367313	tatC	t	TatABCE protein translocation system subunit				
ECK3833	b4483	48994985	tatD	e	DNase, magnesium-dependent	3.1.21.-			
ECK3834	b3842	1790276	rfaH	r	DNA-binding transcriptional antiterminator				
ECK3835	b3843	1790277	ubiD	e	3-octaprenyl-4-hydroxybenzoate decarboxylase	4.1.1.-			
ECK3836	b3844	2367314	fre	e	flavin reductase	1.5.1.29			
ECK3837	b3845	48994986	fadA	e	3-ketoacyl-CoA thiolase (thiolase I)	2.3.1.16			
ECK3838	b3846	1790281	fadB	e	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase -!- 3-hydroxyacyl-CoA dehydrogenase	4.2.1.17	5.3.3.8	5.1.2.3	1.1.1.35
ECK3839	b3847	1790282	pepQ	e	proline dipeptidase	3.4.13.9			
ECK3840	b3848	87082338	yigZ	pf	predicted elongation factor				
ECK3841	b3849	48994987	trkH	t	potassium transporter				
ECK3842	b3850	1790285	hemG	c	protoporphyrin oxidase, flavoprotein	1.3.3.4			
ECK3843	b3851		rrsA	n	16S rRNA (rrnA)				
ECK3844	b3852		ileT	n	tRNA-Ile(GAU) (Isoleucine tRNA1)				
ECK3845	b3853		alaT	n	tRNA-Ala(UGC) (Alanine tRNA 1B)				
ECK3846	b3854		rrlA	n	23S rRNA (rrlA)				
ECK3847	b3855		rrfA	n	5S rRNA (rrfA)				
ECK3848	b3856	1790287	mobB	pf	molybdopterin-guanine dinucleotide biosynthesis protein B				
ECK3849	b3857	1790288	mobA	e	molybdopterin-guanine dinucleotide synthase				
ECK3850	b3858	1790289	yihD	o	conserved protein				
ECK3851	b3859	1790290	yihE	e	Ser/Thr protein kinase				
ECK3852	b3860	1790291	dsbA	e	periplasmic protein disulfide isomerase I	5.3.4.1			
ECK3853	b3861	87082339	yihF	o	conserved protein				
ECK3854	b3862	1790293	yihG	pe	predicted endonuclease				
ECK3855	b3863	1790294	polA	e	fused DNA polymerase I 5'->3' exonuclease -!- 3'->5' polymerase -!- 3'->5' exonuclease	2.7.7.7			
ECK3856	b3864		spf	n	Spot 42 RNA				
ECK3857	b3865	87082340	yihA	f	GTP-binding protein				
ECK3858	b4457		csrC	n	regulatory sRNA				
ECK3859	b3866	1790297	yihI	o	conserved protein				
ECK3860	b3867	87082341	hemN	e	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	1.-			
ECK3861	b3868	1790299	glnG	r	fused DNA-binding response regulator in two-component regulatory system with GlnL, nitrogen regulator I (NRI)				
ECK3862	b3869	1790300	glnL	r	sensory kinase in two-component regulatory system with GlnG				
ECK3863	b3870	1790301	glnA	e	glutamine synthetase	6.3.1.2			
ECK3864	b3871	48994988	bipA	f	GTP-binding protein				
ECK3865	b3872	1790304	yihL	pr	predicted DNA-binding transcriptional regulator				
ECK3866	b3873	1790305	yihM	pe	predicted sugar phosphate isomerase				
ECK3867	b3874	1790306	yihN	pt	predicted transporter				
ECK3868	b3875	1790307	ompL	pt	predicted outer membrane porin L				
ECK3869	b3876	48994989	yihO	pt	predited transporter				
ECK3870	b3877	2367322	yihP	pt	predicted transporter				
ECK3871	b3878	2367323	yihQ	e	alpha-glucosidase				
ECK3872	b3879	1790311	yihR	pe	predicted aldose-1-epimerase				
ECK3873	b3880	87082342	yihS	pe	predicted glucosamine isomerase				
ECK3874	b3881	1790314	yihT	pe	predicted aldolase				
ECK3875	b3882	1790315	yihU	pe	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain				
ECK3876	b3883	87082343	yihV	pe	predicted sugar kinase				
ECK3877	b3884	87082344	yihW	pr	predicted DNA-binding transcriptional regulator				
ECK3878	b3885	87082345	yihX	pe	predicted hydrolase				
ECK3879	b3886	1790319	rbn	pm	predicted inner membrane protein, previously thought to be tRNA processing exoribonuclease BN				
ECK3880	b3887	1790320	dtd	e	D-Tyr-tRNA(Tyr) deacylase	3.1.-.-			
ECK3881	b3888	1790321	yiiD	pe	predicted acetyltransferase				
ECK3882	b3889	87082346	yiiE	pr	predicted transcriptional regulator				
ECK3883	b3890	87082347	yiiF	o	conserved protein				
ECK3884	b3891	1790324	fdhE	pf	formate dehydrogenase formation protein				
ECK3885	b3892	1790325	fdoI	c	formate dehydrogenase-O, cytochrome b556 subunit				
ECK3886	b3893	1790326	fdoH	c	formate dehydrogenase-O, Fe-S subunit				
ECK3887	b3894	3868720	fdoG	e	formate dehydrogenase-O, large subunit, NAD, binds Mo	1.2.1.2			
ECK3888	b3895	1790329	fdhD	pf	formate dehydrogenase formation protein				
ECK3889	b3896	1790330	yiiG	o	conserved protein				
ECK3890	b3897	1790331	frvR	pr	predicted regulator				
ECK3891	b3898	1790332	frvX	pe	predicted endo-1,4-beta-glucanase				
ECK3892	b3899	87082348	frvB	pt	fused predicted PTS enzyme IIBC components	2.7.1.69			
ECK3893	b3900	2367327	frvA	pt	predicted enzyme IIA component of PTS	2.7.1.69			
ECK3894	b3901	1790335	yiiL	e	L-rhamnose mutarotase				
ECK3895	b3902	1790336	rhaD	e	rhamnulose-1-phosphate aldolase	4.1.2.19			
ECK3896	b3903	48994990	rhaA	e	L-rhamnose isomerase	5.3.1.14			
ECK3897	b3904	1790338	rhaB	e	rhamnulokinase	2.7.1.5			
ECK3898	b3905	1790339	rhaS	r	DNA-binding transcriptional activator, L-rhamnose-binding				
ECK3899	b3906	1790340	rhaR	r	DNA-binding transcriptional activator, L-rhamnose-binding				
ECK3900	b3907	1790341	rhaT	t	L-rhamnose:proton symporter				
ECK3901	b3908	1790342	sodA	e	superoxide dismutase, Mn	1.15.1.1			
